YP_009216127.1	YP_009216128.1	5
YP_009099104.1	YP_009216127.1	5
YP_009216127.1	YP_009216130.1	5
YP_009216127.1	YP_009216131.1	5
YP_009216127.1	YP_009216132.1	5
YP_009148427.1	YP_009216127.1	4
YP_008433507.1	YP_009216127.1	5
YP_009216127.1	YP_009216135.1	5
YP_009216127.1	YP_009216136.1	5
YP_009216127.1	YP_009216137.1	5
YP_009099113.1	YP_009216127.1	5
YP_009216127.1	YP_009216139.1	5
YP_009216127.1	YP_009216140.1	5
YP_009099104.1	YP_009216128.1	5
YP_009216128.1	YP_009216130.1	5
YP_009216128.1	YP_009216131.1	5
YP_009216128.1	YP_009216132.1	5
YP_009148427.1	YP_009216128.1	4
YP_008433507.1	YP_009216128.1	5
YP_009216128.1	YP_009216135.1	5
YP_009216128.1	YP_009216136.1	5
YP_009216128.1	YP_009216137.1	5
YP_009099113.1	YP_009216128.1	5
YP_009216128.1	YP_009216139.1	5
YP_009216128.1	YP_009216140.1	5
YP_009099104.1	YP_009216130.1	5
YP_009099104.1	YP_009216131.1	5
YP_009099104.1	YP_009216132.1	5
YP_009099104.1	YP_009148427.1	4
YP_008433507.1	YP_009099104.1	5
YP_009099104.1	YP_009216135.1	5
YP_009099104.1	YP_009216136.1	5
YP_009099104.1	YP_009216137.1	5
YP_009099104.1	YP_009099113.1	5
YP_009099104.1	YP_009216139.1	5
YP_009099104.1	YP_009216140.1	5
YP_009216130.1	YP_009216131.1	5
YP_009216130.1	YP_009216132.1	5
YP_009148427.1	YP_009216130.1	4
YP_008433507.1	YP_009216130.1	5
YP_009216130.1	YP_009216135.1	5
YP_009216130.1	YP_009216136.1	5
YP_009216130.1	YP_009216137.1	5
YP_009099113.1	YP_009216130.1	5
YP_009216130.1	YP_009216139.1	5
YP_009216130.1	YP_009216140.1	5
YP_009216131.1	YP_009216132.1	5
YP_009148427.1	YP_009216131.1	4
YP_008433507.1	YP_009216131.1	5
YP_009216131.1	YP_009216135.1	5
YP_009216131.1	YP_009216136.1	5
YP_009216131.1	YP_009216137.1	5
YP_009099113.1	YP_009216131.1	5
YP_009216131.1	YP_009216139.1	5
YP_009216131.1	YP_009216140.1	5
YP_009148427.1	YP_009216132.1	4
YP_008433507.1	YP_009216132.1	5
YP_009216132.1	YP_009216135.1	5
YP_009216132.1	YP_009216136.1	5
YP_009216132.1	YP_009216137.1	5
YP_009099113.1	YP_009216132.1	5
YP_009216132.1	YP_009216139.1	5
YP_009216132.1	YP_009216140.1	5
YP_008433507.1	YP_009148427.1	83
YP_009148427.1	YP_009216135.1	4
YP_009148427.1	YP_009216136.1	4
YP_009148427.1	YP_009216137.1	4
YP_009099113.1	YP_009148427.1	4
YP_009148427.1	YP_009216139.1	4
YP_009148427.1	YP_009216140.1	4
YP_008433507.1	YP_009216135.1	5
YP_008433507.1	YP_009216136.1	5
YP_008433507.1	YP_009216137.1	5
YP_008433507.1	YP_009099113.1	5
YP_008433507.1	YP_009216139.1	5
