NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701302.1	1623942	1624454	+	170.66666666666666	not_searched	['hypothetical protein']	WP_046701302.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701303.1	1624465	1625433	+	322.6666666666667	not_searched	['hypothetical protein']	WP_023207635.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701304.1	1625604	1626176	+	190.66666666666666	not_searched	['hypothetical protein']	WP_046701304.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701305.1	1626303	1626809	+	168.66666666666666	not_searched	['hypothetical protein']	WP_114563812.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701306.1	1626806	1626997	+	63.666666666666664	not_searched	['hypothetical protein']	WP_046701306.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701307.1	1627049	1627588	-	179.66666666666666	not_searched	['TIGR02594 family protein']	WP_000219384.1	Chromosome
NZ_CP011374.1	Moraxella bovoculi (g-proteobacteria)	AcrIC1	WP_046701304.1	WP_046701308.1	1627632	1628015	-	127.66666666666667	not_searched	['hypothetical protein']	WP_046696436.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_003119150.1	3437793	3438128	-	111.66666666666667	not_searched	['hypothetical protein']	WP_003119150.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_003158958.1	3438272	3438457	-	61.666666666666664	not_searched	['hypothetical protein']	WP_003158958.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882743.1	3438566	3438829	-	87.66666666666667	not_searched	['hypothetical protein']	WP_106742570.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882744.1	3438865	3439125	-	86.66666666666667	not_searched	['hypothetical protein']	WP_031691691.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882745.1	3439223	3439525	+	100.66666666666667	not_searched	['hypothetical protein']	WP_100882745.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882746.1	3439691	3439909	+	72.66666666666667	not_searched	['hypothetical protein']	WP_112741803.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882747.1	3439867	3440259	-	130.66666666666666	not_searched	['hypothetical protein']	WP_024099820.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_025297798.1	3440256	3440690	-	144.66666666666666	not_searched	['lysozyme']	WP_121265999.1	Chromosome
NZ_CP025053.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_019395862.1	3441022	3441354	-	110.66666666666667	not_searched	['hypothetical protein']	WP_019395862.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_003119150.1	3437793	3438128	-	111.66666666666667	not_searched	['hypothetical protein']	WP_003119150.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_003158958.1	3438272	3438457	-	61.666666666666664	not_searched	['hypothetical protein']	WP_003158958.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882743.1	3438566	3438829	-	87.66666666666667	not_searched	['hypothetical protein']	WP_106742570.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882744.1	3438865	3439125	-	86.66666666666667	not_searched	['hypothetical protein']	WP_031691691.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882745.1	3439223	3439525	+	100.66666666666667	not_searched	['hypothetical protein']	WP_100882745.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882746.1	3439691	3439909	+	72.66666666666667	not_searched	['hypothetical protein']	WP_112741803.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_100882747.1	3439867	3440259	-	130.66666666666666	not_searched	['hypothetical protein']	WP_024099820.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_025297798.1	3440256	3440690	-	144.66666666666666	not_searched	['lysozyme']	WP_121265999.1	Chromosome
NZ_CP025051.1	Pseudomonas aeruginosa (g-proteobacteria)	AcrIC3	WP_100882745.1	WP_019395862.1	3441022	3441354	-	110.66666666666667	not_searched	['hypothetical protein']	WP_019395862.1	Chromosome
NC_013170.1	Cryptobacterium curtum DSM 15641 (actinobacteria)	AcrIC5	WP_012802672.1	WP_012802671.1	311674	312912	+	412.6666666666667	not_searched	['phenylacetate--CoA ligase family protein']	WP_012802671.1	Chromosome
